k1,k2,k3,k4,k5,k6,k7,k8,st,k9,k10,cb_person_cred_hist_length
22,76000,RENT,0,EDUCATION,C,14400,14.35,0,0.19,N,2
26,130000,RENT,3,VENTURE,D,14400,14.46,0,0.11,Y,2
23,105000,RENT,7,MEDICAL,B,7200,11.71,0,0.07,N,2
32,60000,RENT,0,DEBTCONSOLIDATION,B,6000,10.36,0,0.1,N,7
26,79700,MORTGAGE,9,DEBTCONSOLIDATION,B,7200,9.99,0,0.09,N,3
29,54000,RENT,1,HOMEIMPROVEMENT,B,2000,10.01,0,0.04,N,7
40,55000,OWN,2,HOMEIMPROVEMENT,B,8000,11.36,0,0.15,N,17
37,181000,MORTGAGE,11,DEBTCONSOLIDATION,C,20000,13.85,0,0.11,Y,17
28,61000,RENT,3,VENTURE,C,6300,13.61,0,0.1,Y,9
24,49200,RENT,8,VENTURE,C,10000,13.49,0,0.2,N,3
58,39996,RENT,2,VENTURE,B,2500,10.37,0,0.06,N,27
39,75000,RENT,0,PERSONAL,B,14400,12.53,0,0.19,N,15
25,60000,RENT,1,HOMEIMPROVEMENT,B,7600,12.21,0,0.13,N,4
45,55000,RENT,1,PERSONAL,A,4000,6.03,0,0.07,N,12
35,90000,RENT,0,DEBTCONSOLIDATION,B,12000,10.99,0,0.13,N,6
21,65000,MORTGAGE,5,DEBTCONSOLIDATION,B,2200,12.42,0,0.03,N,3
24,140000,MORTGAGE,8,HOMEIMPROVEMENT,B,25000,10.36,0,0.18,N,2
23,91000,MORTGAGE,7,PERSONAL,C,10000,13.61,0,0.11,N,4
23,65000,MORTGAGE,0,VENTURE,B,7300,9.99,0,0.11,N,3
25,59796,MORTGAGE,4,HOMEIMPROVEMENT,B,7000,9.63,0,0.12,N,2
61,53000,MORTGAGE,3,PERSONAL,A,7000,7.49,0,0.13,N,23
27,66000,MORTGAGE,12,EDUCATION,D,8400,16.49,0,0.13,Y,7
23,35520,RENT,3,EDUCATION,C,5000,13.57,0,0.14,N,3
23,60000,OWN,4,VENTURE,C,10000,13.22,0,0.17,N,4
25,55000,RENT,2,VENTURE,C,10800,13.57,0,0.2,N,2
28,42000,OWN,1,VENTURE,C,15000,13.47,0,0.36,N,9
26,88200,MORTGAGE,9,HOMEIMPROVEMENT,B,3000,10.59,0,0.03,N,4
39,62692,RENT,9,VENTURE,B,13200,9.88,0,0.21,N,11
26,40000,RENT,4,VENTURE,B,5875,12.69,0,0.15,N,2
25,60000,MORTGAGE,5,VENTURE,D,3000,14.59,0,0.05,Y,4
22,24996,RENT,6,DEBTCONSOLIDATION,B,7000,11.86,0,0.28,N,2
29,54996,RENT,8,MEDICAL,A,9300,9.32,0,0.17,N,7
29,150000,MORTGAGE,,DEBTCONSOLIDATION,A,14000,5.79,0,0.09,N,9
23,33000,RENT,2,VENTURE,A,7000,7.9,0,0.21,N,2
29,90000,MORTGAGE,13,DEBTCONSOLIDATION,A,6000,6.03,0,0.07,N,5
30,134000,MORTGAGE,14,DEBTCONSOLIDATION,A,5600,,0,0.04,N,5
25,113135,MORTGAGE,9,PERSONAL,B,25000,10.59,0,0.22,N,2
25,172000,MORTGAGE,9,EDUCATION,B,12000,11.86,0,0.07,N,4
23,70000,RENT,2,VENTURE,B,11500,11.86,0,0.16,N,3
23,85000,MORTGAGE,2,EDUCATION,A,5000,5.42,0,0.06,N,2
28,42000,MORTGAGE,12,VENTURE,A,7300,,0,0.17,N,9
27,40000,RENT,4,EDUCATION,C,6000,12.73,0,0.15,N,10
32,110000,MORTGAGE,3,MEDICAL,A,9200,5.79,0,0.08,N,10
30,120000,MORTGAGE,12,EDUCATION,A,6000,5.42,0,0.05,N,9
23,54000,MORTGAGE,7,EDUCATION,B,4800,12.42,0,0.09,N,2
54,20000,RENT,2,MEDICAL,C,5000,,0,0.25,N,28
28,34000,OWN,5,MEDICAL,C,7000,13.35,0,0.21,Y,8
32,67000,RENT,11,DEBTCONSOLIDATION,A,3000,7.14,0,0.04,N,9
32,40000,OWN,2,VENTURE,C,7000,12.68,0,0.17,Y,10
24,50000,RENT,2,HOMEIMPROVEMENT,B,7500,10.01,0,0.15,N,3
38,35000,RENT,6,PERSONAL,B,5000,9.99,0,0.14,N,14
23,250000,MORTGAGE,7,EDUCATION,B,8800,10,0,0.04,N,2
25,81600,MORTGAGE,10,HOMEIMPROVEMENT,B,20000,12.18,0,0.25,N,2
23,54000,RENT,8,VENTURE,B,12000,11.36,0,0.22,N,2
24,48000,MORTGAGE,4,MEDICAL,A,4000,5.42,0,0.08,N,4
24,70000,MORTGAGE,2,PERSONAL,E,12000,17.56,0,0.17,Y,3
39,360000,RENT,1,PERSONAL,B,3000,11.48,0,0.01,N,12
28,85000,MORTGAGE,2,EDUCATION,A,15000,8.49,0,0.18,N,7
24,156000,MORTGAGE,8,PERSONAL,B,15000,10.25,0,0.1,N,2
25,84000,RENT,4,EDUCATION,B,6500,11.89,0,0.08,N,4
23,21600,OWN,0,VENTURE,B,4400,12.53,0,0.2,N,3
23,69996,MORTGAGE,4,VENTURE,A,4000,8,0,0.06,N,2
32,65000,MORTGAGE,6,PERSONAL,B,5600,11.58,0,0.09,N,5
30,68803,RENT,3,MEDICAL,A,2000,6.17,0,0.03,N,10
29,62000,MORTGAGE,9,HOMEIMPROVEMENT,A,9000,6.62,0,0.15,N,7
34,150000,MORTGAGE,18,DEBTCONSOLIDATION,A,6000,6.03,0,0.04,N,10
26,59500,MORTGAGE,8,PERSONAL,B,5100,10.37,0,0.09,N,4
23,53160,MORTGAGE,,DEBTCONSOLIDATION,A,7000,7.49,0,0.13,N,3
24,50000,OWN,,VENTURE,B,21000,10.62,0,0.42,N,4
26,50000,RENT,0,PERSONAL,B,4800,,0,0.1,N,2
31,50400,RENT,9,VENTURE,B,13000,,0,0.26,N,9
24,53000,MORTGAGE,4,VENTURE,A,15000,,0,0.28,N,2
24,57000,MORTGAGE,8,HOMEIMPROVEMENT,B,19725,9.99,0,0.35,N,2
24,130000,MORTGAGE,8,PERSONAL,C,13000,13.61,0,0.1,N,4
24,42000,RENT,8,MEDICAL,A,5000,5.42,0,0.12,N,2
29,125000,MORTGAGE,4,MEDICAL,C,24000,13.49,0,0.19,N,7
38,36000,RENT,1,MEDICAL,C,8400,13.22,0,0.23,N,16
39,91992,MORTGAGE,0,HOMEIMPROVEMENT,A,3350,5.42,0,0.04,N,11
23,95000,MORTGAGE,7,VENTURE,B,12000,11.99,0,0.13,N,3
26,36996,RENT,8,PERSONAL,C,9600,11.97,0,0.26,Y,4
27,200000,MORTGAGE,6,EDUCATION,A,5000,7.74,0,0.03,N,7
29,59000,MORTGAGE,6,HOMEIMPROVEMENT,A,10000,6.91,0,0.17,N,5
35,115000,RENT,1,VENTURE,B,28000,9.91,0,0.24,N,6
47,75000,RENT,3,HOMEIMPROVEMENT,C,15000,13.48,0,0.2,Y,17
21,30000,RENT,0,EDUCATION,B,1000,10.99,0,0.03,N,4
37,80000,MORTGAGE,18,MEDICAL,B,20000,11.83,0,0.25,N,13
27,25200,MORTGAGE,11,VENTURE,A,4500,5.42,0,0.18,N,6
25,150000,RENT,2,HOMEIMPROVEMENT,A,8750,7.74,0,0.06,N,2
23,38000,RENT,0,DEBTCONSOLIDATION,A,7200,7.9,0,0.19,N,4
34,50000,RENT,2,MEDICAL,B,2800,11.86,0,0.06,N,8
28,81996,RENT,5,PERSONAL,C,5000,14.26,0,0.06,N,5
38,64777,RENT,5,DEBTCONSOLIDATION,A,8500,7.51,0,0.13,N,13
23,100000,MORTGAGE,7,VENTURE,B,10000,10.59,0,0.1,N,4
22,46000,MORTGAGE,6,EDUCATION,C,6000,12.68,0,0.13,Y,4
28,22000,OWN,5,EDUCATION,A,8000,6.99,0,0.36,N,5
31,30000,OWN,6,VENTURE,B,2500,11.36,0,0.08,N,9
30,70000,MORTGAGE,14,EDUCATION,B,8000,9.91,0,0.11,N,5
32,122004,MORTGAGE,13,MEDICAL,A,10000,8.59,0,0.08,N,10
24,48000,RENT,0,PERSONAL,C,2400,12.99,0,0.05,Y,4
27,40800,MORTGAGE,4,EDUCATION,B,6000,11.49,0,0.15,N,10
29,77040,RENT,1,EDUCATION,C,9500,12.84,0,0.12,Y,9
22,32004,MORTGAGE,6,EDUCATION,B,10000,10.83,0,0.31,N,3
28,85000,MORTGAGE,12,MEDICAL,B,18000,12.53,0,0.21,N,10
22,80000,RENT,3,DEBTCONSOLIDATION,A,9000,6.91,0,0.11,N,3
22,27360,RENT,5,EDUCATION,A,5000,7.51,0,0.18,N,2
27,36000,MORTGAGE,3,HOMEIMPROVEMENT,A,10000,7.88,0,0.28,N,6
21,39600,OWN,5,PERSONAL,A,3500,6.62,0,0.09,N,3
29,75996,OWN,3,VENTURE,B,8000,10.74,0,0.11,N,10
29,51000,OWN,6,MEDICAL,A,19750,7.49,0,0.39,N,8
46,56000,MORTGAGE,1,EDUCATION,A,6000,,0,0.11,N,16
29,87600,MORTGAGE,4,PERSONAL,B,12000,11.49,0,0.14,N,8
29,58000,MORTGAGE,13,HOMEIMPROVEMENT,A,14000,7.51,0,0.24,N,7
37,30000,RENT,6,MEDICAL,B,6500,10.37,0,0.22,N,11
27,90000,MORTGAGE,11,VENTURE,D,21000,15.62,0,0.23,N,9
27,72000,MORTGAGE,6,EDUCATION,A,6000,5.42,0,0.08,N,10
22,91000,RENT,6,MEDICAL,A,8000,6.92,0,0.09,N,4
22,38400,RENT,5,EDUCATION,B,4000,10.59,0,0.1,N,3
25,26780,RENT,0,DEBTCONSOLIDATION,B,6000,9.25,0,0.22,N,4
27,31000,RENT,0,PERSONAL,B,4000,10.74,0,0.13,N,10
23,102000,MORTGAGE,4,EDUCATION,B,20000,,0,0.2,N,3
21,40000,RENT,0,VENTURE,A,3000,,0,0.07,N,3
26,41000,RENT,3,DEBTCONSOLIDATION,C,6600,13.85,0,0.16,Y,4
37,135000,RENT,1,VENTURE,A,10000,7.74,0,0.07,N,13
28,42996,RENT,4,EDUCATION,A,3000,7.68,0,0.07,N,6
33,62000,RENT,4,EDUCATION,B,8000,11.48,0,0.13,N,5
23,90000,RENT,7,EDUCATION,C,7500,11.03,0,0.08,N,4
38,48000,MORTGAGE,6,PERSONAL,A,6200,7.29,0,0.13,N,14
23,40000,RENT,0,VENTURE,A,3400,6.92,0,0.09,N,3
21,39000,RENT,5,PERSONAL,B,9250,9.91,0,0.24,N,4
29,62000,MORTGAGE,5,DEBTCONSOLIDATION,A,10000,5.99,0,0.16,N,8
25,68000,RENT,0,VENTURE,A,4000,6.76,0,0.06,N,2
24,27442,MORTGAGE,8,DEBTCONSOLIDATION,B,5175,10.99,0,0.19,N,4
27,99000,MORTGAGE,5,PERSONAL,A,5000,6.92,0,0.05,N,8
37,55900,MORTGAGE,1,EDUCATION,B,17000,8.7,0,0.3,N,11
22,30000,RENT,2,PERSONAL,B,6000,12.42,0,0.2,N,4
25,100000,RENT,1,MEDICAL,B,14400,11.71,0,0.14,N,3
37,146000,MORTGAGE,5,DEBTCONSOLIDATION,C,10000,13.99,0,0.07,Y,16
25,50000,RENT,5,DEBTCONSOLIDATION,B,9000,12.69,0,0.18,N,3
32,100000,MORTGAGE,4,VENTURE,A,9500,5.79,0,0.1,N,8
22,20000,RENT,2,EDUCATION,B,4000,9.45,0,0.2,N,4
25,51000,RENT,1,DEBTCONSOLIDATION,B,2700,9.7,0,0.05,N,2
35,38004,RENT,4,MEDICAL,B,10000,9.99,0,0.26,N,7
25,46800,RENT,0,DEBTCONSOLIDATION,A,7000,8.63,0,0.15,N,3
47,41000,RENT,2,MEDICAL,C,10000,13.79,0,0.24,N,16
44,79272,RENT,0,HOMEIMPROVEMENT,A,3000,5.79,0,0.04,N,11
22,44004,RENT,2,DEBTCONSOLIDATION,A,5000,8.9,0,0.11,N,3
25,80000,MORTGAGE,2,EDUCATION,B,22000,11.48,0,0.28,N,3
27,103000,MORTGAGE,8,PERSONAL,A,8800,7.29,0,0.09,N,8
23,65000,MORTGAGE,2,EDUCATION,B,15000,10.95,0,0.23,N,3
23,102000,MORTGAGE,7,EDUCATION,B,10000,11.49,0,0.1,N,2
24,30000,RENT,2,DEBTCONSOLIDATION,A,2000,7.66,0,0.07,N,3
33,130000,RENT,1,EDUCATION,A,20000,6.62,0,0.15,N,10
23,111150,MORTGAGE,1,DEBTCONSOLIDATION,A,10000,8,0,0.09,N,3
24,47000,MORTGAGE,0,PERSONAL,C,12000,13.49,0,0.26,Y,3
22,75000,RENT,5,EDUCATION,B,7000,10.99,0,0.09,N,2
24,44208,MORTGAGE,2,VENTURE,A,7000,7.51,0,0.16,N,3
26,145000,RENT,1,HOMEIMPROVEMENT,B,10000,10.99,0,0.07,N,3
25,27336,OWN,9,VENTURE,C,5500,13.23,0,0.2,N,4
33,65000,MORTGAGE,4,HOMEIMPROVEMENT,B,16800,9.76,0,0.26,N,6
34,65000,MORTGAGE,5,EDUCATION,B,21200,9.99,0,0.33,N,6
34,79000,MORTGAGE,1,PERSONAL,A,4800,9.32,0,0.06,N,6
44,72061,MORTGAGE,8,VENTURE,C,4200,14.17,0,0.06,Y,14
24,72000,OWN,,VENTURE,B,16000,12.42,0,0.22,N,3
38,34800,MORTGAGE,2,PERSONAL,A,6250,7.49,0,0.18,N,16
28,42240,OWN,2,PERSONAL,B,12000,11.86,0,0.28,N,6
27,125000,MORTGAGE,11,MEDICAL,B,30000,10.99,0,0.24,N,10
28,15000,RENT,0,MEDICAL,B,1800,11.49,0,0.12,N,7
24,53000,RENT,5,EDUCATION,A,5100,7.9,0,0.1,N,2
22,33000,RENT,3,MEDICAL,A,4800,7.49,0,0.15,N,4
23,45000,RENT,2,EDUCATION,C,1700,14.72,0,0.04,N,2
27,74000,MORTGAGE,4,EDUCATION,D,12100,16.89,0,0.16,Y,9
23,175000,MORTGAGE,3,EDUCATION,A,7200,8.38,0,0.04,N,3
28,84000,RENT,7,PERSONAL,E,25000,15.95,0,0.3,Y,7
29,75000,OWN,3,HOMEIMPROVEMENT,A,12000,7.51,0,0.16,N,8
29,114000,MORTGAGE,11,MEDICAL,A,14000,,0,0.12,N,6
26,40000,MORTGAGE,5,MEDICAL,B,6000,10.62,0,0.15,N,4
45,32000,RENT,0,DEBTCONSOLIDATION,B,8000,10.99,0,0.25,N,12
34,56000,RENT,16,DEBTCONSOLIDATION,A,5000,8.9,0,0.09,N,5
31,60000,MORTGAGE,15,EDUCATION,C,15000,12.68,0,0.25,N,6
23,65000,MORTGAGE,4,EDUCATION,D,13600,15.62,0,0.21,Y,2
26,130000,RENT,0,EDUCATION,B,4000,10.99,0,0.03,N,3
35,80308,MORTGAGE,3,DEBTCONSOLIDATION,A,12000,7.88,0,0.15,N,10
25,50000,RENT,1,MEDICAL,C,6000,14.79,0,0.12,Y,3
37,125000,MORTGAGE,1,HOMEIMPROVEMENT,A,8000,9.32,0,0.06,N,15
28,71007,MORTGAGE,4,EDUCATION,F,25000,18.62,0,0.35,N,7
35,27600,MORTGAGE,19,EDUCATION,B,3000,11.86,0,0.11,N,5
23,116000,MORTGAGE,8,EDUCATION,D,15825,15.62,0,0.14,Y,4
28,35000,RENT,1,PERSONAL,B,7000,12.69,0,0.2,N,8
26,101000,MORTGAGE,6,PERSONAL,A,16000,7.88,0,0.16,N,3
30,210000,MORTGAGE,2,HOMEIMPROVEMENT,C,24250,12.87,0,0.12,Y,6
22,60000,MORTGAGE,5,VENTURE,B,20000,12.21,0,0.33,N,3
35,36153,MORTGAGE,2,PERSONAL,D,3000,11.86,0,0.08,N,8
27,80000,MORTGAGE,5,VENTURE,C,35000,,0,0.44,N,8
33,48000,MORTGAGE,17,VENTURE,A,7000,6.62,0,0.15,N,8
26,95000,OWN,5,EDUCATION,A,8000,,0,0.08,N,2
22,50000,RENT,6,PERSONAL,B,3000,10.99,0,0.06,N,3
25,84000,RENT,9,EDUCATION,C,20000,13.92,0,0.24,N,2
24,79500,RENT,8,HOMEIMPROVEMENT,B,16000,11.14,0,0.2,N,4
27,30000,RENT,3,MEDICAL,B,2500,11.14,0,0.08,N,5
27,49800,RENT,3,PERSONAL,B,10000,10.74,0,0.2,N,7
23,84000,RENT,7,PERSONAL,B,20000,11.11,0,0.24,N,4
23,56000,MORTGAGE,4,VENTURE,A,6000,5.99,0,0.11,N,2
21,35000,OWN,5,VENTURE,C,6500,13.43,0,0.19,N,4
22,20000,RENT,7,EDUCATION,A,1675,7.74,0,0.08,N,3
24,40000,MORTGAGE,8,MEDICAL,A,4000,7.14,0,0.1,N,2
35,72000,MORTGAGE,3,MEDICAL,A,12800,6.62,0,0.18,N,10
21,120000,RENT,4,DEBTCONSOLIDATION,B,10000,9.99,0,0.08,N,3
47,187000,MORTGAGE,5,HOMEIMPROVEMENT,A,14000,8.9,0,0.07,N,16
24,60000,MORTGAGE,8,DEBTCONSOLIDATION,C,14000,,0,0.23,N,2
28,80000,RENT,0,MEDICAL,C,15000,13.49,0,0.19,N,5
25,108960,MORTGAGE,0,PERSONAL,C,10000,13.57,0,0.09,N,3
25,24000,MORTGAGE,0,DEBTCONSOLIDATION,C,6000,13.49,0,0.25,Y,3
28,95000,MORTGAGE,0,DEBTCONSOLIDATION,A,18000,7.88,0,0.19,N,10
22,50361,RENT,6,PERSONAL,C,12000,12.73,0,0.24,N,4
29,52000,RENT,3,DEBTCONSOLIDATION,C,10800,14.27,0,0.21,N,5
22,55000,MORTGAGE,2,MEDICAL,B,20000,11.71,0,0.36,N,2
22,47000,OWN,6,MEDICAL,A,3000,5.42,0,0.06,N,3
29,42000,OWN,13,MEDICAL,A,2500,6.76,0,0.06,N,5
25,60000,RENT,9,DEBTCONSOLIDATION,A,9600,7.9,0,0.16,N,2
35,36000,RENT,5,MEDICAL,A,7000,6.91,0,0.19,N,8
32,113000,MORTGAGE,0,HOMEIMPROVEMENT,E,15000,15.68,0,0.13,Y,5
23,80000,RENT,4,MEDICAL,A,20000,7.9,0,0.25,N,4
27,50000,RENT,3,VENTURE,D,15000,16.77,0,0.3,N,5
23,40000,MORTGAGE,,EDUCATION,A,4000,6.39,0,0.1,N,3
27,55000,MORTGAGE,3,PERSONAL,A,11000,7.49,0,0.2,N,10
28,50000,RENT,1,PERSONAL,B,4800,10.37,0,0.1,N,10
25,60000,OTHER,3,DEBTCONSOLIDATION,B,5000,11.14,0,0.08,N,3
47,52000,OWN,2,VENTURE,B,5000,10.08,0,0.1,N,12
25,35000,RENT,3,MEDICAL,B,5000,10.36,0,0.14,N,3
23,39996,RENT,8,MEDICAL,B,10000,,0,0.25,N,2
37,28500,MORTGAGE,6,EDUCATION,A,1800,6.76,0,0.06,N,12
36,42000,MORTGAGE,16,HOMEIMPROVEMENT,C,12000,,0,0.29,N,15
22,54566,MORTGAGE,6,PERSONAL,B,4000,12.53,0,0.07,N,2
26,64000,RENT,2,MEDICAL,A,3000,,0,0.05,N,4
25,89000,RENT,4,EDUCATION,B,7000,10.99,0,0.08,N,3
24,96000,MORTGAGE,1,HOMEIMPROVEMENT,B,4800,11.99,0,0.05,N,3
22,40000,MORTGAGE,6,MEDICAL,A,7500,7.51,0,0.19,N,3
24,60000,RENT,4,EDUCATION,D,10000,16.89,0,0.17,Y,4
46,48000,MORTGAGE,0,PERSONAL,A,9600,,0,0.2,N,17
24,42000,RENT,4,EDUCATION,A,10200,7.49,0,0.24,N,4
23,20000,MORTGAGE,2,MEDICAL,B,6400,10.65,0,0.32,N,4
26,40000,OWN,0,HOMEIMPROVEMENT,B,10000,11.86,0,0.25,N,4
32,125000,MORTGAGE,2,PERSONAL,B,20000,11.12,0,0.16,N,9
27,17795,OWN,4,MEDICAL,A,2650,,0,0.15,N,8
24,65000,MORTGAGE,5,EDUCATION,B,9600,11.99,0,0.15,N,3
26,120640,RENT,0,EDUCATION,C,9600,14.22,0,0.08,N,4
32,70000,MORTGAGE,16,HOMEIMPROVEMENT,A,9000,7.14,0,0.13,N,10
29,45000,RENT,0,MEDICAL,C,12000,12.99,0,0.27,Y,7
21,75000,RENT,5,PERSONAL,C,12000,12.09,0,0.16,Y,2
29,165000,RENT,2,EDUCATION,B,7500,10.62,0,0.05,N,7
21,53000,MORTGAGE,0,PERSONAL,D,12000,13.24,0,0.23,N,2
25,60000,RENT,9,MEDICAL,B,7000,10.36,0,0.12,N,3
27,40000,RENT,3,PERSONAL,A,3000,7.05,0,0.07,N,8
31,116400,RENT,3,VENTURE,B,8900,10,0,0.08,N,5
45,32000,RENT,4,PERSONAL,A,4500,7.51,0,0.14,N,12
26,45000,RENT,3,MEDICAL,B,1500,10.25,0,0.03,N,4
27,76860,RENT,4,DEBTCONSOLIDATION,A,8000,5.79,0,0.1,N,6
32,128004,OWN,0,VENTURE,A,11000,,0,0.09,N,8
31,73000,MORTGAGE,8,EDUCATION,A,6800,7.74,0,0.09,N,8
24,67992,MORTGAGE,8,DEBTCONSOLIDATION,B,12000,10.75,0,0.18,N,2
27,120000,RENT,2,DEBTCONSOLIDATION,B,11050,12.69,0,0.09,N,7
24,40000,MORTGAGE,4,MEDICAL,B,3500,8.88,0,0.09,N,2
24,100000,MORTGAGE,3,EDUCATION,A,10000,5.99,0,0.1,N,2
28,46000,MORTGAGE,12,PERSONAL,A,6500,6.99,0,0.14,N,7
27,48000,MORTGAGE,5,DEBTCONSOLIDATION,B,4300,12.69,0,0.09,N,7
40,35000,MORTGAGE,6,VENTURE,B,5600,10.65,0,0.16,N,13
22,71004,RENT,6,EDUCATION,B,1800,11.12,0,0.03,N,4
30,38000,OWN,14,MEDICAL,B,12600,,0,0.33,N,8
25,24000,OWN,7,HOMEIMPROVEMENT,A,6000,5.42,0,0.25,N,4
39,134000,MORTGAGE,,VENTURE,B,25000,10.25,0,0.19,N,17
31,77940,MORTGAGE,3,DEBTCONSOLIDATION,B,16250,10.99,0,0.21,N,10
56,70000,MORTGAGE,7,PERSONAL,B,15000,10.38,0,0.21,N,20
24,67000,RENT,5,HOMEIMPROVEMENT,C,20000,13.48,0,0.3,Y,2
23,75576,RENT,7,EDUCATION,B,18000,9.88,0,0.24,N,3
23,35808,MORTGAGE,3,EDUCATION,A,8700,7.51,0,0.24,N,2
23,35000,MORTGAGE,0,VENTURE,B,12000,12.42,0,0.34,N,3
22,50000,RENT,4,MEDICAL,A,10000,6.17,0,0.2,N,2
41,42000,RENT,5,DEBTCONSOLIDATION,C,2000,13.23,0,0.05,Y,15
22,96000,MORTGAGE,3,VENTURE,B,5000,10.99,0,0.05,N,4
31,50000,OWN,1,HOMEIMPROVEMENT,C,16000,13.85,0,0.32,N,6
25,42000,RENT,5,MEDICAL,B,6000,12.42,0,0.14,N,2
24,23000,RENT,1,MEDICAL,C,5000,,0,0.22,N,4
25,70000,MORTGAGE,9,EDUCATION,B,16000,12.18,0,0.23,N,4
34,24000,MORTGAGE,5,MEDICAL,B,2000,9.2,0,0.08,N,7
31,75000,RENT,1,MEDICAL,C,10000,13.47,0,0.13,Y,6
25,86000,MORTGAGE,3,EDUCATION,A,8000,7.29,0,0.09,N,2
23,37500,RENT,2,VENTURE,C,8000,14.26,0,0.21,N,4
41,14400,RENT,,PERSONAL,B,1800,,0,0.13,N,17
23,58000,RENT,4,EDUCATION,B,8000,10.37,0,0.14,N,4
37,32400,OWN,0,HOMEIMPROVEMENT,D,8000,15.99,0,0.25,N,11
26,84996,MORTGAGE,6,EDUCATION,C,1500,12.23,0,0.02,N,4
32,49000,RENT,16,MEDICAL,B,6300,9.91,0,0.13,N,8
36,62400,MORTGAGE,6,PERSONAL,D,12000,16.89,0,0.19,Y,14
26,55000,MORTGAGE,10,HOMEIMPROVEMENT,A,9800,7.88,0,0.18,N,3
29,99000,MORTGAGE,1,PERSONAL,B,6000,10.25,0,0.06,N,6
44,50000,RENT,5,VENTURE,C,13000,13.16,0,0.26,Y,13
27,73000,MORTGAGE,11,PERSONAL,A,10000,5.79,0,0.14,N,8
37,42500,RENT,1,MEDICAL,A,3600,7.88,0,0.08,N,12
34,92000,MORTGAGE,1,PERSONAL,A,9000,9.63,0,0.1,N,8
24,30000,RENT,2,EDUCATION,A,3000,6.03,0,0.1,N,3
23,120000,RENT,7,PERSONAL,A,18400,8.9,0,0.15,N,2
23,20124,RENT,,MEDICAL,C,5950,13.49,0,0.3,Y,3
34,120579,MORTGAGE,9,DEBTCONSOLIDATION,C,9600,,0,0.08,Y,7
31,114237,RENT,15,HOMEIMPROVEMENT,C,17500,14.72,0,0.15,Y,6
31,88560,MORTGAGE,16,EDUCATION,A,9000,7.29,0,0.1,N,8
26,60000,MORTGAGE,3,PERSONAL,C,30000,14.27,0,0.5,Y,3
32,59004,RENT,2,HOMEIMPROVEMENT,B,6000,11.49,0,0.1,N,8
40,52000,MORTGAGE,7,DEBTCONSOLIDATION,B,15250,11.86,0,0.29,N,12
23,57600,MORTGAGE,7,PERSONAL,A,5000,5.79,0,0.09,N,3
23,48600,OWN,2,MEDICAL,A,5000,7.49,0,0.1,N,2
26,44400,MORTGAGE,,DEBTCONSOLIDATION,C,6500,14.35,0,0.15,N,3
26,110000,MORTGAGE,3,DEBTCONSOLIDATION,A,4000,6.92,0,0.04,N,2
28,68000,MORTGAGE,12,VENTURE,C,3250,13.23,0,0.05,N,7
23,49000,MORTGAGE,7,MEDICAL,A,2400,7.66,0,0.05,N,3
29,27000,RENT,2,EDUCATION,B,2725,9.63,0,0.1,N,6
27,72000,MORTGAGE,2,MEDICAL,A,21100,8.9,0,0.29,N,8
23,24000,RENT,1,VENTURE,B,5500,10.99,0,0.23,N,4
22,72204,RENT,2,EDUCATION,C,6700,13.47,0,0.09,Y,4
38,18720,OWN,22,VENTURE,B,2500,11.86,0,0.13,N,15
25,55000,MORTGAGE,9,VENTURE,B,5000,9.91,0,0.09,N,4
22,94200,MORTGAGE,6,PERSONAL,B,20000,8.88,0,0.21,N,2
22,42000,RENT,4,EDUCATION,B,10000,10.99,0,0.24,N,4
22,64000,MORTGAGE,5,MEDICAL,A,2000,9.32,0,0.03,N,4
51,45000,RENT,2,MEDICAL,C,8400,13.11,0,0.19,Y,18
22,24000,RENT,2,PERSONAL,A,5000,8.94,0,0.21,N,3
25,57600,RENT,0,HOMEIMPROVEMENT,A,8000,7.66,0,0.14,N,2
25,96000,MORTGAGE,0,VENTURE,B,5000,11.83,0,0.05,N,4
23,15000,MORTGAGE,1,MEDICAL,C,1750,12.68,0,0.12,Y,3
27,42000,RENT,1,PERSONAL,B,5000,10.99,0,0.12,N,10
24,40000,RENT,2,PERSONAL,B,2000,11.99,0,0.05,N,4
22,38500,RENT,1,MEDICAL,B,9000,10.83,0,0.23,N,2
35,30000,RENT,0,MEDICAL,A,6475,5.42,0,0.22,N,6
27,160000,MORTGAGE,12,MEDICAL,C,1500,11.78,0,0.01,Y,6
28,60000,OWN,7,MEDICAL,A,12000,7.51,0,0.2,N,5
23,48000,MORTGAGE,0,EDUCATION,A,3200,7.51,0,0.07,N,2
23,55000,MORTGAGE,2,EDUCATION,A,7000,8.59,0,0.13,N,2
26,70000,RENT,5,PERSONAL,C,4000,13.85,0,0.06,N,4
22,42000,RENT,6,PERSONAL,C,10000,,0,0.24,Y,4
23,95000,MORTGAGE,7,EDUCATION,A,19000,7.51,0,0.2,N,4
25,69900,MORTGAGE,9,VENTURE,A,5050,5.42,0,0.07,N,2
25,32496,RENT,9,MEDICAL,B,7200,9.51,0,0.22,N,4
24,100800,MORTGAGE,4,EDUCATION,B,21000,11.49,0,0.21,N,4
23,65000,MORTGAGE,7,EDUCATION,B,6000,11.48,0,0.09,N,4
25,120000,MORTGAGE,9,MEDICAL,A,5000,8.49,0,0.04,N,3
21,21600,MORTGAGE,2,DEBTCONSOLIDATION,A,3800,5.99,0,0.18,N,2
26,70000,RENT,3,PERSONAL,D,5000,,0,0.07,Y,3
